Ranking,Team,Country,Points Scored,1 year change,previous point scored,symbol change,,,,
1614,Santiago Wanderers,Chile,1287,426,1326,-,,,,
488,Santo AndrÃ©,Brazil,1437,0,1437,-,,,,
1357,Santos,South Africa,1308,4,1308,-,,,,
2236,Santos de Angola,Angola,1243,37,1243,-,,,,
960,Santos de GuÃ¡piles,Costa Rica,1353,44,1346,+,,,,
117,Santos FC,Brazil,1607,10,1589,+,,,,
250,Santos Laguna,Mexico,1520,78,1554,-,,,,
70,SÃ£o Paulo,Brazil,1660,7,1668,-,,,,
2623,Sapovnela,Georgia,1204,11,1204,-,,,,
2068,Saraburi FC,Thailand,1252,2,1252,-,,,,
764,Sarmiento,Argentina,1381,35,1372,+,,,,
882,Sarpsborg 08,Norway,1362,119,1347,+,,,,
72,Sassuolo,Italy,1658,19,1700,-,,,,
659,Saturn,Russia,1399,4,1399,-,,,,
2320,Saurimo FC,Angola,1236,40,1236,-,,,,
392,SC Bastia,France,1464,10,1464,-,,,,
1063,SC Chabab MohammÃ©dia,Morocco,1340,314,1305,+,,,,
334,SC Dnipro-1,Ukraine,1482,302,1404,+,,,,
730,SC Farense,Portugal,1387,19,1387,-,,,,
538,SC Heerenveen,Netherlands,1426,7,1422,+,,,,
444,SC Paderborn 07,Germany,1451,12,1451,-,,,,
655,Schalke 04,Germany,1400,3,1400,-,,,,
2056,Scorpion FC de BÃ©,Cameroon,1253,2,1253,-,,,,
1679,SCR Altach,Austria,1281,320,1307,-,,,,
2464,SD Atletico Nacional,Panama,1224,26,1224,-,,,,
185,SD Huesca,Spain,1553,9,1553,-,,,,
244,Seattle Sounders FC,United States,1523,96,1482,+,,,,
805,Seinaejoen JK,Finland,1373,244,1341,+,,,,
1456,sekhukhune united fc,South Africa,1299,14,1300,-,,,,
1825,Sektzia Ness Ziona FC,Israel,1269,11,1269,-,,,,
1314,Semen Padang,Indonesia,1312,6,1312,-,,,,
1223,Seongnam FC,South Korea,1323,312,1358,-,,,,
280,Sepahan,Iran,1505,8,1501,+,,,,
2005,Sepidrood Rasht SC,Iran,1256,3,1256,-,,,,
512,Sepsi OSK,Romania,1432,86,1412,+,,,,
789,Servette,Switzerland,1376,61,1385,-,,,,
1168,Sevastopol,Ukraine,1328,4,1328,-,,,,
24,Sevilla,Spain,1790,6,1823,-,,,,
794,Sevilla FC Puerto Rico,Puerto Rico,1375,21,1375,-,,,,
763,SÃ©wÃ©,Ivory Coast,1381,18,1381,-,,,,
2439,SÉ™bail FK,Azerbaijan,1226,403,1254,-,,,,
1179,SfÃ®ntul Gheorghe,Moldova,1327,129,1314,+,,,,
2667,Shabab AL Ghazieh SC,Lebanon,1194,9,1194,-,,,,
1899,Shabab Al Sahel,Lebanon,1264,34,1266,-,,,,
2104,Shabab Al-Aqaba Club,Jordan,1250,80,1248,+,,,,
1793,Shabab Al-Ordon Club,Jordan,1271,79,1265,+,,,,
2234,Shabab El Bourj SC,Lebanon,1243,18,1247,-,,,,
1385,Shabanie Mine,Zimbabwe,1304,1,1304,-,,,,
1826,Shahin Bushehr FC,Iran,1269,11,1269,-,,,,
1381,Shahrdari Tabriz,Iran,1305,1,1305,-,,,,
42,Shakhtar Donetsk,Ukraine,1714,6,1731,-,,,,
1076,Shakhter Karagandy,Kazakhstan,1339,33,1334,+,,,,
125,Shakhtyor Soligorsk,Belarus,1599,4,1593,+,,,,
129,Shamrock Rovers,Ireland,1596,6,1593,+,,,,
462,Shandong Taishan F.C.,China PR,1444,152,1493,-,,,,
233,Shanghai Port F.C.,China PR,1527,13,1532,-,,,,
722,Shanghai Shenhua,China PR,1389,140,1364,+,,,,
2522,Shanghai Shenxin,China PR,1218,27,1218,-,,,,
668,Sharjah Cultural Club,United Arab Emirates,1397,2,1396,+,,,,
1908,Shark XI,Congo DR,1263,4,1263,-,,,,
1009,Sharks,Nigeria,1345,9,1345,-,,,,
380,Sheffield United FC,England,1468,9,1468,-,,,,
1827,Shelbourne,Ireland,1269,242,1252,+,,,,
1216,Shenzhen FC,China PR,1324,360,1292,+,,,,
1678,Shijiazhuang Ever Bright,China PR,1281,65,1275,+,,,,
1259,Shimizu S-Pulse,Japan,1318,4,1318,-,,,,
966,Shkupi Skopje,Macedonia,1352,541,1297,+,,,,
1491,Shonan Bellmare,Japan,1297,52,1300,-,,,,
1122,Shooting Stars,Nigeria,1333,65,1340,-,,,,
1807,Shooting Stars,Zimbabwe,1270,9,1270,-,,,,
2508,Shortan Guzor,Uzbekistan,1220,29,1220,-,,,,
2441,Siam Navy FC,Thailand,1225,25,1225,-,,,,
2750,Siauliai,Lithuania,1159,0,1159,-,,,,
1752,Å ibenik,Croatia,1275,391,1307,-,,,,
1331,Sibir Novosibirsk,Russia,1311,1,1311,-,,,,
425,Siena,Italy,1455,9,1455,-,,,,
2432,Sigui,Mali,1226,29,1226,-,,,,
1095,Silkeborg,Denmark,1337,1335,1230,+,,,,
402,SillamÃ¤e Kalev,Estonia,1462,13,1462,-,,,,
971,Simba SC,Tanzania,1351,19,1351,-,,,,
1230,Simurq,Azerbaijan,1323,10,1323,-,,,,
548,Sint-Truiden,Belgium,1424,262,1370,+,,,,
1965,SiÃ³fok,Hungary,1259,2,1259,-,,,,
903,Sion,Switzerland,1359,138,1377,-,,,,
2001,SiquinalÃ¡ FC,Guatemala,1256,3,1256,-,,,,
1048,Sirius,Sweden,1341,201,1319,+,,,,
745,Å iroki Brijeg,Bosnia and Herzegovina,1384,134,1409,-,,,,
2586,Sisaket FC,Thailand,1210,20,1210,-,,,,
341,Sivasspor,Turkey,1479,99,1521,-,,,,
1212,SK Austria Klagenfurt,Austria,1324,229,1300,+,,,,
2475,SK BabÄ«te,Latvia,1223,27,1223,-,,,,
1156,SK Brann,Norway,1329,157,1347,-,,,,
490,SK Sigma Olomouc,Czech Republic,1436,130,1408,+,,,,
2574,SK Super Nova,Latvia,1212,468,1250,-,,,,
1842,SKA-Khabarovsk,Russia,1268,10,1268,-,,,,
2213,Skalica,Slovakia,1244,42,1244,-,,,,
1650,Skenderbeu,Albania,1284,14,1284,-,,,,
1292,Å KF SereÄ,Slovakia,1315,226,1296,+,,,,
2092,SKN Sankt PÃ¶lten,Austria,1251,2,1251,-,,,,
1053,ÅšlÄ…sk WrocÅ‚aw,Poland,1341,317,1383,-,,,,
1304,Slaven,Croatia,1314,14,1316,-,,,,
39,Slavia Prague,Czech Republic,1721,14,1757,-,,,,
702,Slavia Sofia,Bulgaria,1392,6,1388,+,,,,
1151,Slavia-Mozyr,Belarus,1330,637,1271,+,,,,
2418,Slavija Sarajevo,Bosnia and Herzegovina,1228,31,1228,-,,,,
698,Sligo Rovers,Ireland,1392,60,1404,-,,,,
2142,Sliven,Bulgaria,1248,41,1248,-,,,,
1891,Sloboda Tuzla,Bosnia and Herzegovina,1264,69,1268,-,,,,
1067,Sloboda UÅ¾ice,Serbia,1340,9,1340,-,,,,
162,SlovÃ¡cko,Czech Republic,1567,111,1506,+,,,,
118,Slovan Bratislava,Slovakia,1606,0,1599,+,,,,
551,Slovan Liberec,Czech Republic,1423,219,1484,-,,,,
2504,Smederevo,Serbia,1220,30,1220,-,,,,
2642,Smolevichy,Belarus,1200,11,1200,-,,,,
472,Smouha SC,Egypt,1441,92,1419,+,,,,
954,SO ArmÃ©e,Ivory Coast,1353,84,1362,-,,,,
314,Sochaux,France,1490,8,1490,-,,,,
2096,Social Sol,Honduras,1251,3,1251,-,,,,
2296,Socozaki,Denmark,1238,44,1238,-,,,,
1417,Sofapaka,Kenya,1302,1,1302,-,,,,
1687,Sogakope WAFA,Ghana,1281,54,1287,-,,,,
1673,Sogdiyona Jizzax,Uzbekistan,1282,422,1251,+,,,,
1513,Sogndal,Norway,1294,25,1294,-,,,,
614,Sol de AmÃ©rica,Paraguay,1407,190,1371,+,,,,
1984,SOL FC,Ivory Coast,1258,113,1265,-,,,,
1848,SololÃ¡ FC,Guatemala,1267,407,1300,-,,,,
2022,Solomon Warriors FC,Solomon Islands,1255,1,1255,-,,,,
1786,SÃ¸nderjyskE,Denmark,1272,543,1320,-,,,,
2495,Songkhla United FC,Thailand,1221,29,1221,-,,,,
2764,South End,Trinidad and Tobago,1137,1,1137,-,,,,
198,Southampton,England,1545,33,1559,-,,,,
2650,Southern United,New Zealand,1198,11,1198,-,,,,
1105,SPAL 2013,Italy,1336,16,1336,-,,,,
93,Sparta Prague,Czech Republic,1632,8,1630,+,,,,
496,Sparta Rotterdam,Netherlands,1435,113,1464,-,,,,
228,Spartak Moskva,Russia,1530,64,1560,-,,,,
1007,Spartak Myjava,Slovakia,1345,4,1345,-,,,,
1239,Spartak Nal'chik,Russia,1321,3,1321,-,,,,
2071,Spartak Semey,Kazakhstan,1252,1,1252,-,,,,
390,Spartak Trnava,Slovakia,1465,187,1416,+,,,,
2341,SperanÅ£a Crihana,Moldova,1234,39,1234,-,,,,
1027,Sport Ãncash,Peru,1343,6,1343,-,,,,
1041,Sport Boys,Peru,1342,30,1338,+,,,,
1557,Sport Boys Warnes,Bolivia,1291,27,1291,-,,,,
1147,Sport Colombia,Paraguay,1330,3,1330,-,,,,
569,Sport Huancayo,Peru,1419,335,1358,+,,,,
1225,Sport Loreto,Peru,1323,9,1323,-,,,,
2524,Sport Lubango e Benfica,Angola,1218,27,1218,-,,,,
277,Sport Recife,Brazil,1507,62,1482,+,,,,
1624,Sport Rosario (Huaraz),Peru,1286,19,1286,-,,,,
1400,Sportif de Chebba,Tunisia,1303,62,1310,-,,,,
20,Sporting,Portugal,1797,10,1746,+,,,,
2528,Sporting Beirut,Lebanon,1218,422,1250,-,,,,
2457,Sporting Central Academy,Jamaica,1224,25,1224,-,,,,
447,Sporting Charleroi,Belgium,1449,50,1433,+,,,,
2662,Sporting Clube de Benguela,Angola,1195,556,1250,-,,,,
1371,Sporting Clube de Goa,India,1306,5,1306,-,,,,
291,Sporting Cristal,Peru,1499,81,1538,-,,,,
2584,Sporting de Cabinda,Angola,1210,25,1217,-,,,,
399,Sporting Fingal,Ireland,1463,11,1463,-,,,,
1001,Sporting Gagnoa,Ivory Coast,1346,234,1321,+,,,,
281,Sporting GijÃ³n,Spain,1504,1,1504,-,,,,
878,Sporting Kansas City,United States,1363,121,1379,-,,,,
1270,Sporting San JosÃ© FC,Costa Rica,1317,280,1294,+,,,,
1416,Sporting San Miguelito,Panama,1302,248,1284,+,,,,
2229,Sportist Svoge,Bulgaria,1243,40,1243,-,,,,
2297,Sportive de Djerba,Tunisia,1238,44,1238,-,,,,
1204,Sportivo Ameliano,Paraguay,1325,243,1350,-,,,,
939,Sportivo LuqueÃ±o,Paraguay,1354,85,1344,+,,,,
1233,Sportivo San Lorenzo,Paraguay,1322,8,1322,-,,,,
1325,Sportivo Trinidense,Paraguay,1311,3,1311,-,,,,
2052,Sportul Studentesc,Romania,1253,1,1253,-,,,,
1801,Sreenidi Deccan,India,1271,306,1250,+,,,,
2059,Sriracha,Thailand,1253,1,1253,-,,,,
1615,Sriwijaya FC,Indonesia,1287,21,1287,-,,,,
9,SSC Napoli,Italy,1854,6,1841,+,,,,
581,St Patrick's,Ireland,1417,40,1407,+,,,,
1831,St. George,Ethiopia,1268,12,1268,-,,,,
1374,St. Johnstone,Scotland,1306,585,1373,-,,,,
1294,St. Mirren,Scotland,1315,30,1312,+,,,,
563,St. Pauli,Germany,1420,5,1420,-,,,,
1358,StabÃ¦k,Norway,1308,525,1367,-,,,,
1684,Stade d'Abidjan,Ivory Coast,1281,7,1281,-,,,,
1166,Stade GabÃ©sien,Tunisia,1328,6,1328,-,,,,
312,Stade Malien Bamako,Mali,1490,7,1490,-,,,,
2546,Stade Malien Sikasso,Mali,1216,23,1216,-,,,,
876,Stade Renard de Melong,Cameroon,1363,6,1362,+,,,,
1172,Stade Tunisien,Tunisia,1328,4,1328,-,,,,
1132,Stal Kamianske,Ukraine,1331,1,1331,-,,,,
2272,Standard,Azerbaijan,1241,37,1241,-,,,,
833,Standard LiÃ¨ge,Belgium,1369,375,1445,-,,,,
2394,Start,Norway,1230,32,1230,-,,,,
154,Steaua BucureÅŸti,Romania,1573,50,1539,+,,,,
1686,Steel Azin,Iran,1281,6,1281,-,,,,
1307,Stella Club,Ivory Coast,1313,173,1331,-,,,,
898,Stellenbosch FC,South Africa,1360,467,1306,+,,,,
2174,Stjarnan,Iceland,1247,41,1247,-,,,,
238,Stoke City,England,1526,5,1526,-,,,,
846,StrÃ¸msgodset,Norway,1367,276,1333,+,,,,
338,Sturm Graz,Austria,1481,108,1447,+,,,,
1463,SuchitepÃ©quez,Guatemala,1299,27,1299,-,,,,
1113,Sud AmÃ©rica,Uruguay,1335,376,1383,-,,,,
2319,Sudeva Delhi FC,India,1236,218,1250,-,,,,
375,Suduva Marijampole,Lithuania,1469,47,1486,-,,,,
1844,Sukhothai FC,Thailand,1268,10,1268,-,,,,
1552,SumqayÄ±t,Azerbaijan,1291,255,1315,-,,,,
511,Sunderland,England,1432,5,1432,-,,,,
2127,Sunkar,Kazakhstan,1249,46,1249,-,,,,
866,Sunshine Stars,Nigeria,1364,344,1323,+,,,,
717,Supersport United,South Africa,1389,69,1401,-,,,,
1662,Suphanburi FC,Thailand,1283,127,1295,-,,,,
2486,Surkhon-2011,Uzbekistan,1222,52,1229,-,,,,
461,Sutjeska,Montenegro,1444,48,1431,+,,,,
2126,Suva,Fiji,1249,46,1249,-,,,,
612,Suwon Bluewings,South Korea,1407,274,1482,-,,,,
990,Suwon FC,South Korea,1349,311,1315,+,,,,
1339,SV Ried,Austria,1310,91,1301,+,,,,
1623,SV Roeselare,Belgium,1286,19,1286,-,,,,
2605,Svetkavitsa,Bulgaria,1208,16,1208,-,,,,
258,Swansea City,England,1515,0,1515,-,,,,
697,Sydney FC,Australia,1393,280,1455,-,,,,
2403,Syrianska,Sweden,1229,29,1229,-,,,,
2226,Szolnoki MÃV,Hungary,1243,40,1243,-,,,,
1401,Szombathelyi HaladÃ¡s,Hungary,1303,2,1303,-,,,,
2503,T&TEC,Trinidad and Tobago,1220,28,1220,-,,,,
1286,TacuarembÃ³,Uruguay,1316,5,1316,-,,,,
1085,Tacuary,Paraguay,1338,65,1329,+,,,,
2291,Tafea FC,Vanuatu,1239,44,1239,-,,,,
2761,Talinna Kalev,Estonia,1144,1,1148,-,,,,
104,Talleres de Cordoba,Argentina,1616,69,1554,+,,,,
1850,Tallinna JK Legion,Estonia,1267,13,1266,+,,,,
2154,Tamme Auto,Estonia,1248,43,1248,-,,,,
1955,Tammeka,Estonia,1260,323,1287,-,,,,
1328,Tampere United,Finland,1311,2,1311,-,,,,
2554,Tampines Rovers FC,Singapore,1215,448,1250,-,,,,
2511,Tanta,Egypt,1220,29,1220,-,,,,
1554,Taraba,Nigeria,1291,25,1291,-,,,,
1444,Taraz,Kazakhstan,1300,100,1294,+,,,,
1730,TÃ¢rgu MureÅŸ,Romania,1277,0,1277,-,,,,
2398,Tasman United,New Zealand,1230,30,1230,-,,,,
2704,Tatran PreÅ¡ov,Slovakia,1183,9,1183,-,,,,
809,Tauro FC,Panama,1373,140,1352,+,,,,
1970,Tavriia,Ukraine,1259,3,1259,-,,,,
295,Team Wellington,New Zealand,1498,3,1498,-,,,,
914,TÃ©cnico Universitario,Ecuador,1358,114,1372,-,,,,
1902,Tefana,Tahiti,1263,5,1263,-,,,,
1342,Telephonaat Beni Suef,Egypt,1309,0,1309,-,,,,
1941,Tema Youth,Ghana,1260,2,1260,-,,,,
660,Temperley,Argentina,1399,4,1399,-,,,,
2219,TempÃªte,Haiti,1243,40,1243,-,,,,
2255,Tenax CS FC,Zimbabwe,1241,149,1250,-,,,,
389,Tenerife,Spain,1465,10,1465,-,,,,
1556,Teplice,Czech Republic,1291,310,1320,-,,,,
1875,Termalica Nieciecza,Poland,1265,23,1266,-,,,,
2029,Teungueth FC,Senegal,1255,1,1255,-,,,,
2406,Thai Honda,Thailand,1229,29,1229,-,,,,
2666,That Ras Club,Jordan,1194,9,1194,-,,,,
78,The New Saints,Wales,1650,2,1639,+,,,,
220,The Strongest,Bolivia,1532,30,1547,-,,,,
862,Thun,Switzerland,1366,11,1366,-,,,,
2173,Tianjin Jinmen Tiger F.C.,China PR,1247,193,1258,-,,,,
1193,Tianjin Tianhai,China PR,1326,8,1326,-,,,,
2211,Tiare Tahiti,Syria,1244,42,1244,-,,,,
2279,Tiburones Rojos de Veracruz,Mexico,1240,37,1240,-,,,,
385,Tigre,Argentina,1467,40,1452,+,,,,
1088,Tigres FC,Colombia,1338,15,1338,-,,,,
116,Tigres UANL,Mexico,1608,24,1624,-,,,,
1005,Tiko United,Cameroon,1346,3,1346,-,,,,
288,TimiÅŸoara,Romania,1502,1,1502,-,,,,
434,Tiraspol,Moldova,1452,7,1452,-,,,,
1836,Tivoli Gardens,Jamaica,1268,28,1266,+,,,,
2755,Tobago United,Trinidad and Tobago,1153,0,1153,-,,,,
401,Tobol Kostanay,Kazakhstan,1463,23,1453,+,,,,
2182,Togo-Port,Uganda,1246,44,1246,-,,,,
2214,Tokushima Vortis,Japan,1244,66,1242,+,,,,
105,Tolima,Colombia,1616,126,1526,+,,,,
497,Toluca FC,Mexico,1435,105,1462,-,,,,
2065,Tom' Tomsk,Russia,1252,1,1252,-,,,,
1065,Tondela,Portugal,1340,228,1367,-,,,,
2412,Tonnerre Kalara Club,Cameroon,1228,197,1247,-,,,,
711,Topolski Sportski Club,Serbia,1390,67,1402,-,,,,
98,Torino,Italy,1624,117,1535,+,,,,
2740,Tornados de Humacao,Puerto Rico,1166,2,1166,-,,,,
1379,Toronto FC,Canada,1305,725,1399,-,,,,
1600,Torpedo Kutaisi,Georgia,1288,229,1306,-,,,,
735,Torpedo Zhodino,Belarus,1386,282,1446,-,,,,
2613,TOT,Thailand,1206,15,1206,-,,,,
1366,Total Chalaco,Peru,1307,4,1307,-,,,,
14,Tottenham Hotspur,England,1837,18,1744,+,,,,
1389,Toulouse,France,1304,1,1304,-,,,,
2125,Township Rollers,Botswana,1249,46,1249,-,,,,
139,TP Mazembe,Congo DR,1584,10,1571,+,,,,
120,Trabzonspor,Turkey,1605,59,1552,+,,,,
665,Tractor Sazi,Iran,1398,211,1445,-,,,,
2428,Trat FC,Thailand,1227,30,1227,-,,,,
2063,TRAU F.C.,India,1253,183,1265,-,,,,
2563,Travnik,Bosnia and Herzegovina,1214,23,1214,-,,,,
2383,Trelleborgs FF,Sweden,1231,36,1231,-,,,,
902,TrenÄÃ­n,Slovakia,1359,277,1327,+,,,,
1244,Triangle FC,Zimbabwe,1320,67,1314,+,,,,
2385,Tripoli AC,Lebanon,1231,110,1223,+,,,,
2407,Tripple B,Zimbabwe,1229,30,1229,-,,,,
1302,TromsÃ¸ IL,Norway,1314,257,1293,+,,,,
405,Troyes,France,1462,404,1371,+,,,,
2595,Trujillanos FC,Venezuela,1209,683,1262,-,,,,
1639,TS Galaxy,South Africa,1285,260,1305,-,,,,
2517,Tshinkunku,Congo DR,1219,11,1223,-,,,,
2076,Tsholotsho,Zimbabwe,1252,1,1252,-,,,,
1055,TSV Hartberg,Austria,1340,105,1352,-,,,,
2363,TTM Chiangmai,Thailand,1233,38,1233,-,,,,
2429,Tucanes FC,Venezuela,1227,30,1227,-,,,,
963,Tukoko University,Papua New Guinea,1352,18,1352,-,,,,
2548,Tulevik Viljandi,Estonia,1216,56,1210,+,,,,
2680,Tupapa Maraerenga,Cook Islands,1190,9,1190,-,,,,
2597,Turan Tovuz,Azerbaijan,1209,17,1209,-,,,,
1671,Turku PS,Finland,1282,13,1282,-,,,,
1429,Turnu Severin,Romania,1301,0,1301,-,,,,
337,U.S. Salernitana 1919,Italy,1481,46,1500,-,,,,
2209,Ubon UMT FC,Thailand,1244,41,1244,-,,,,
82,Udinese,Italy,1649,102,1549,+,,,,
2625,UES,El Salvador,1203,10,1203,-,,,,
796,Ãšjpest,Hungary,1375,50,1366,+,,,,
89,Ulsan Hyundai,South Korea,1633,30,1598,+,,,,
1610,Umm-Salal,Qatar,1287,55,1284,+,,,,
705,UMS de Loum,Cameroon,1391,133,1418,-,,,,
2303,UNAN Managua,Nicaragua,1237,371,1261,-,,,,
2203,Underhill,Zimbabwe,1245,39,1245,-,,,,
978,Uniao da Madeira,Portugal,1350,0,1350,-,,,,
1604,UniÃ£o de Leiria,Portugal,1288,20,1288,-,,,,
2150,Uniao Sport Clube do Uige,Angola,1248,41,1248,-,,,,
1183,UniautÃ³noma FC,Colombia,1327,7,1327,-,,,,
1054,UniÃ³n Comercio,Peru,1341,1,1341,-,,,,
2390,Union Deportivo Universitario,Panama,1230,563,1268,-,,,,
1330,Union Douala,Cameroon,1311,300,1287,+,,,,
432,UniÃ³n EspaÃ±ola,Chile,1452,75,1432,+,,,,
589,UniÃ³n La Calera,Chile,1415,53,1424,-,,,,
1097,UniÃ³n San Felipe,Chile,1336,16,1336,-,,,,
223,UniÃ³n Santa Fe,Argentina,1531,83,1495,+,,,,
747,Union Sportive de Douala,Cameroon,1384,14,1384,-,,,,
221,Union St.Gilloise,Belgium,1532,1027,1319,+,,,,
1971,Unirea Alba Iulia,Romania,1259,3,1259,-,,,,
1299,Unirea Urziceni,Romania,1314,6,1314,-,,,,
852,Unisport FC Du Haut-Nkam,Cameroon,1367,11,1367,-,,,,
2607,United City F.C.,Peru,1207,501,1250,-,,,,
1582,United Petrotrin,Trinidad and Tobago,1289,22,1289,-,,,,
2442,United Sikkim F.C,India,1225,25,1225,-,,,,
1384,United Sports Club,India,1304,1,1304,-,,,,
194,Universidad CatÃ³lica,Ecuador,1548,75,1510,+,,,,
347,Universidad CatÃ³lica,Chile,1478,128,1533,-,,,,
2106,Universidad Central de Venezuela FC,Venezuela,1250,143,1244,+,,,,
419,Universidad CÃ©sar Vallejo,Peru,1457,93,1487,-,,,,
771,Universidad ConcepciÃ³n,Chile,1380,21,1380,-,,,,
713,Universidad de Chile,Chile,1390,308,1458,-,,,,
1266,Universidad de San Carlos,Guatemala,1318,3,1318,-,,,,
1647,Universidad San MartÃ­n de Porres,Peru,1284,1002,1402,-,,,,
1769,Universitario,Bolivia,1273,63,1279,-,,,,
2564,Universitario de Cobija,Bolivia,1214,23,1214,-,,,,
408,Universitario de Deportes,Peru,1460,32,1448,+,,,,
1387,Universitario de Vinto,Bolivia,1304,54,1300,+,,,,
1275,Universitatea Cluj,Romania,1317,6,1317,-,,,,
1746,Universitatea Craiova,Romania,1275,1,1275,-,,,,
1263,UniversitÃ© NgaoundÃ©rÃ©,Cameroon,1318,4,1318,-,,,,
2748,University College Dublin,Ireland,1161,18,1175,-,,,,
1768,Urana,Niger,1273,1,1273,-,,,,
365,Urawa Red Diamonds,Japan,1472,112,1440,+,,,,
2470,Urena SC,Venezuela,1223,26,1223,-,,,,
1040,US Biskra,Algeria,1342,565,1289,+,,,,
1934,US Bitam,Tahiti,1261,3,1261,-,,,,
653,US Monastir,Tunisia,1400,123,1375,+,,,,
2114,US Panda B5,Congo DR,1250,7,1250,-,,,,
1173,US Tataouine,Tunisia,1328,167,1309,+,,,,
1551,Usc Bassam,Ivory Coast,1291,77,1300,-,,,,
1657,USFAS Bamako,Mali,1283,14,1283,-,,,,
2066,USGN,Niger,1252,1,1252,-,,,,
414,USM Alger,Algeria,1459,146,1419,+,,,,
1651,USM Bel AbbÃ¨s,Algeria,1284,108,1274,+,,,,
1841,USM Blida,Algeria,1268,10,1268,-,,,,
1215,USM El Harrach,Algeria,1324,9,1324,-,,,,
1937,ÃšstÃ­ nad Labem,Czech Republic,1261,2,1261,-,,,,
2086,UWI FC,Jamaica,1251,2,1251,-,,,,
1605,V-Varen Nagasaki,Japan,1288,20,1288,-,,,,
110,Valencia,Spain,1611,29,1638,-,,,,
2353,Valencia de Leogane,Haiti,1233,41,1233,-,,,,
734,Valenciennes,France,1387,21,1387,-,,,,
651,VÃ¥lerenga,Norway,1401,124,1428,-,,,,
1226,Valmiera FK,Latvia,1323,879,1250,+,,,,
1178,Vancouver Whitecaps,Canada,1327,362,1294,+,,,,
1146,Varbergs BoIS,Sweden,1330,118,1318,+,,,,
997,Vardar Skopje,Macedonia,1347,2,1347,-,,,,
1465,Vasas Budapest,Hungary,1298,29,1298,-,,,,
310,Vasco da Gama,Brazil,1492,5,1492,-,,,,
1601,Vegalta Sendai,Japan,1288,314,1316,-,,,,
1849,Vejle Boldklub,Denmark,1267,210,1287,-,,,,
1264,VeleÅ¾ Mostar,Bosnia and Herzegovina,1318,111,1305,+,,,,
123,VÃ©lez Sarsfield,Argentina,1603,39,1632,-,,,,
1833,Vendsyssel FF,Denmark,1268,12,1268,-,,,,
529,Venezia FC,Italy,1428,238,1500,-,,,,
1391,Ventforet Kofu,Japan,1303,1,1303,-,,,,
1152,Ventspils,Latvia,1330,0,1329,+,,,,
1907,Venus,Syria,1263,4,1263,-,,,,
2286,Veraguas FC,Panama,1239,329,1259,-,,,,
2165,Verdes FC,Belize,1247,42,1247,-,,,,
2636,Vere United FC,Jamaica,1202,1,1203,-,,,,
657,Veres Rivne,Ukraine,1400,35,1391,+,,,,
2737,Vereya,Bulgaria,1169,3,1169,-,,,,
1653,Veria FC,Greece,1284,13,1284,-,,,,
1626,VestsjÃ¦lland,Denmark,1286,19,1286,-,,,,
1919,Veti Club,Congo DR,1262,7,1262,-,,,,
175,VfB Stuttgart,Germany,1559,64,1604,-,,,,
1091,Viborg,Denmark,1338,450,1294,+,,,,
1986,Victoria,Honduras,1258,487,1225,+,,,,
2453,Victoria,Zimbabwe,1225,26,1225,-,,,,
1948,Victoria Branesti,Romania,1260,4,1260,-,,,,
2498,Vidima-Rakovski,Bulgaria,1221,29,1221,-,,,,
2011,Viettel Football Club,Vietnam,1256,96,1250,+,,,,
596,Viitorul ConstanÅ£a,Romania,1412,3,1412,-,,,,
395,Viking FK,Norway,1464,234,1405,+,,,,
62,Viktoria PlzeÅˆ,Czech Republic,1680,63,1590,+,,,,
1572,Viktoria Å½iÅ¾kov,Czech Republic,1290,22,1290,-,,,,
2324,Villa Espanola,Uruguay,1236,712,1288,-,,,,
1345,Villa Teresa,Uruguay,1309,0,1309,-,,,,
16,Villarreal,Spain,1826,4,1793,+,,,,
1616,Virunga,Congo DR,1287,21,1287,-,,,,
534,Vissel Kobe,Japan,1428,72,1410,+,,,,
1388,Vista Hermosa,El Salvador,1304,1,1304,-,,,,
230,Vita Club,Congo DR,1529,5,1525,+,,,,
296,Vitesse,Netherlands,1498,115,1552,-,,,,
2670,Vitez,Bosnia and Herzegovina,1193,8,1193,-,,,,
469,VitÃ³ria,Brazil,1442,1,1442,-,,,,
306,VitÃ³ria GuimarÃ£es,Portugal,1494,111,1455,+,,,,
818,VitÃ³ria SetÃºbal,Portugal,1371,17,1371,-,,,,
2716,Vitosha Bistritsa,Bulgaria,1179,4,1179,-,,,,
1760,VoinÅ£a Sibiu,Romania,1274,2,1274,-,,,,
615,Vojvodina,Serbia,1407,174,1448,-,,,,
1834,Volga Nyzhnyi,Russia,1268,12,1268,-,,,,
861,Volos New Football Club,Greece,1366,137,1347,+,,,,
1693,Volyn,Ukraine,1280,4,1280,-,,,,
421,Vorskla Poltava,Ukraine,1457,108,1427,+,,,,
2233,Vostok,Kazakhstan,1243,39,1243,-,,,,
772,VoÅ¾dovac,Serbia,1379,283,1340,+,,,,
1310,VPS,Finland,1313,185,1298,+,,,,
2476,Vutuka,Congo DR,1223,27,1223,-,,,,
1654,VVV-Venlo,Netherlands,1284,13,1284,-,,,,
1047,VysoÄina Jihlava,Czech Republic,1341,1,1341,-,,,,
1032,W Connection FC,Trinidad and Tobago,1342,5,1342,-,,,,
2659,WA Tlemcen,Algeria,1196,907,1274,-,,,,
1747,Waasland-Beveren,Belgium,1275,1,1275,-,,,,
2151,Wad Hashim SC Sennar,Sudan,1248,41,1248,-,,,,
